deflection,time
11.8,1606109395.902245
12.1,1606109396.343245
12.2,1606109396.564245
11.7,1606109396.784245
12.3,1606109397.005245
13.2,1606109397.226245
10.9,1606109397.448245
10.7,1606109397.669245
11.1,1606109397.920245
12.9,1606109398.139245
13.6,1606109398.582245
15.5,1606109398.803245
15.9,1606109399.024245
14.2,1606109399.465245
12.6,1606109399.936245
12.5,1606109400.157245
12.1,1606109400.378245
12,1606109401.040245
11.9,1606109401.481245
12.1,1606109401.702245
12.4,1606109401.953245
12.7,1606109402.395245
13.4,1606109402.835245
12.8,1606109403.056245
12.3,1606109403.277245
12.1,1606109403.498245
12.6,1606109403.970245
12.9,1606109404.191245
12.6,1606109404.632245
13.1,1606109405.072245
12.9,1606109405.292245
12.8,1606109405.513245
12.9,1606109406.205245
13,1606109411.679245
12.9,1606109412.592245
12.8,1606109417.726245
12.8,1606109423.775245
12.8,1606109429.610245
12.8,1606109435.718245
12.8,1606109441.774245
12.8,1606109447.613245
12.9,1606109451.649245
11.5,1606109452.091245
12.4,1606109452.312245
12.6,1606109452.564245
13,1606109452.785245
13.1,1606109453.226245
11.6,1606109454.331245
12.3,1606109454.801245
11.7,1606109455.022245
11.9,1606109455.465245
12.2,1606109455.686245
12.3,1606109455.907245
12.6,1606109456.128245
12.7,1606109456.349245
12.8,1606109458.369245
12.9,1606109463.168245
12.9,1606109468.824245
13,1606109469.930245
12.9,1606109472.621245
13,1606109473.754245
12.9,1606109479.638245
13,1606109485.690245
12.9,1606109489.286245
13,1606109492.194245
13,1606109497.631245
13,1606109503.689245
13,1606109509.670245
13,1606109515.727245
13,1606109521.652245
13,1606109527.704245
13,1606109533.621245
13.1,1606109545.740245
13,1606109551.760245
13,1606109557.778245
13,1606109563.609245
13.1,1606109569.722245
13,1606109575.697245
13,1606109581.758245
13.1,1606109587.802245
13,1606109593.676245
13,1606109599.600245
13,1606109605.653245
13.1,1606109609.469245
13,1606109609.689245
13.1,1606109610.130245
13,1606109615.750245
13.1,1606109621.802245
13.1,1606109627.644245
13.1,1606109633.750245
13.1,1606109639.696245
13,1606109640.580245
13.1,1606109645.748245
13.1,1606109651.801245
13.1,1606109657.603245
13,1606109658.957245
13.1,1606109661.890245
13,1606109667.696245
13.1,1606109673.639245
13,1606109679.698245
13.1,1606109685.746245
13.1,1606109691.799245
13,1606109697.734245
13.1,1606109703.705245
13.1,1606109709.762245
13.1,1606109715.672245
13.1,1606109721.725245
13.1,1606109727.613245
13.1,1606109733.766245
13.1,1606109739.683245
13.1,1606109745.729245
13.1,1606109751.790245
13.1,1606109757.628245
13.1,1606109763.727245
13.1,1606109769.784245
13.1,1606109775.900245
13.1,1606109781.735245
13.1,1606109787.793245
13.1,1606109794.403245
13.1,1606109799.764245
13,1606109803.205245
13.1,1606109808.694245
13.1,1606109814.812245
13.1,1606109820.760245
13.2,1606109821.645245
13.1,1606109823.882245
13.2,1606109824.797245
13.1,1606109826.815245
13.2,1606109830.163245
13,1606109831.297245
13.2,1606109834.675245
13.1,1606109835.337245
13,1606109840.626245
13.1,1606109840.877245
13,1606109843.331245
13.1,1606109848.720245
13.1,1606109854.809245
13.1,1606109860.645245
13.1,1606109866.639245
13.1,1606109872.631245
13.1,1606109878.794245
13.1,1606109884.620245
13.1,1606109890.821245
13.2,1606109894.188245
13,1606109895.073245
13.1,1606109896.644245
13,1606109902.260245
13.1,1606109904.996245
13,1606109906.569245
13.2,1606109908.141245
13.1,1606109909.689245
13.2,1606109912.460245
13,1606109913.123245
13.2,1606109916.016245
13.1,1606109918.034245
13.1,1606109922.004245
13,1606109925.203245
13.2,1606109925.646245
13,1606109925.866245
13.1,1606109929.213245
13,1606109930.098245
13.2,1606109930.789245
13.1,1606109934.819245
13.2,1606109938.386245
13,1606109940.767245
13.1,1606109943.313245
13,1606109945.765245
13.2,1606109946.648245
13.1,1606109952.702245
13.1,1606109958.639245
13.1,1606109964.691245
13.1,1606109970.739245
13.1,1606109976.770245
13.1,1606109982.821245
13.1,1606109988.612245
13.1,1606109994.696245
13.1,1606110000.818245
13.1,1606110006.650245
13.1,1606110012.702245
13.1,1606110018.816245
13.1,1606110024.755245
13.1,1606110030.800245
13.1,1606110036.955245
13.1,1606110042.779245
13.1,1606110049.153245
13,1606110054.730245
13.2,1606110056.303245
13.1,1606110056.523245
13.2,1606110057.217245
13.1,1606110057.437245
13.2,1606110058.762245
13.1,1606110059.231245
13.2,1606110059.672245
13.1,1606110059.894245
13.2,1606110061.469245
13,1606110061.690245
13.2,1606110066.115245
13.1,1606110066.774245
13.2,1606110067.685245
13.1,1606110069.262245
13.2,1606110069.704245
13.1,1606110071.027245
13.2,1606110071.277245
13,1606110071.937245
13.2,1606110072.599245
13,1606110072.819245
13.1,1606110074.279245
13,1606110077.171245
13.2,1606110077.421245
13.1,1606110079.879245
13.2,1606110081.201245
13,1606110081.452245
13.1,1606110082.114245
13.1,1606110082.335245
13.2,1606110083.909245
13.1,1606110084.792245
13.2,1606110086.530245
13,1606110086.750245
13.2,1606110087.664245
13.1,1606110088.770245
13.2,1606110090.343245
13.1,1606110090.564245
13.2,1606110091.006245
13.1,1606110091.920245
13.2,1606110092.805245
13,1606110093.026245
13.2,1606110093.720245
13.1,1606110094.822245
13.2,1606110095.264245
13,1606110095.485245
13.1,1606110095.736245
13.1,1606110101.784245
13.1,1606110107.830245
13.1,1606110113.748245
13,1606110114.438245
13.2,1606110114.879245
13.1,1606110115.100245
13.2,1606110115.541245
13,1606110115.761245
13.1,1606110116.012245
13,1606110116.896245
13.2,1606110117.338245
13.1,1606110117.559245
13.2,1606110118.474245
13.1,1606110119.578245
13.2,1606110120.933245
13,1606110121.816245
13.1,1606110122.728245
13,1606110123.612245
13.1,1606110124.304245
13.1,1606110126.986245
13.1,1606110129.892245
13.2,1606110131.471245
13,1606110131.693245
13.2,1606110132.607245
13,1606110133.488245
13.2,1606110133.929245
13.1,1606110136.412245
13.2,1606110136.633245
13,1606110136.854245
13.2,1606110138.427245
13.1,1606110141.323245
13.2,1606110141.543245
13,1606110142.455245
13.1,1606110142.897245
13,1606110144.533245
13.1,1606110145.194245
13,1606110147.870245
13.1,1606110148.784245
13,1606110153.033245
13.2,1606110155.110245
13.1,1606110155.332245
13.2,1606110156.907245
13,1606110157.128245
13.2,1606110158.530245
13,1606110158.972245
13.2,1606110161.211245
13.1,1606110163.230245
13.2,1606110164.584245
13.1,1606110167.048245
13.2,1606110172.310245
13.1,1606110172.532245
13.1,1606110177.749245
13.2,1606110183.812245
13.1,1606110184.034245
13.2,1606110185.171245
13.1,1606110186.278245
13.2,1606110188.080245
13.1,1606110188.302245
13.2,1606110188.998245
13,1606110190.104245
13.2,1606110190.771245
13.1,1606110191.022245
13.2,1606110192.129245
13.1,1606110194.820245
13.2,1606110196.841245
13,1606110197.747245
13.2,1606110198.849245
13,1606110200.870245
13.1,1606110203.812245
13,1606110204.478245
13.2,1606110204.699245
13.1,1606110204.920245
13.2,1606110208.515245
13.1,1606110209.874245
13.2,1606110210.317245
13,1606110211.788245
13.2,1606110212.453245
13.1,1606110213.114245
13.2,1606110214.252245
13.1,1606110214.474245
13.2,1606110215.141245
13,1606110218.521245
13.2,1606110218.964245
13.1,1606110221.697245
13.2,1606110222.360245
13.1,1606110223.937245
13.2,1606110224.158245
13.1,1606110227.286245
13.2,1606110228.424245
13,1606110230.449245
13.2,1606110232.027245
13.1,1606110232.249245
13.2,1606110233.136245
13,1606110233.358245
13.2,1606110233.829245
13,1606110235.155245
13.2,1606110239.487245
13.1,1606110241.505245
13.2,1606110242.430245
13.1,1606110244.005245
13.2,1606110245.336245
13.1,1606110247.358245
13.2,1606110248.496245
13.1,1606110249.604245
13.2,1606110250.298245
13.1,1606110250.742245
13.1,1606110256.805245
13.1,1606110262.639245
13.1,1606110268.687245
13.1,1606110274.739245
13.1,1606110280.794245
13.1,1606110286.957245
13.1,1606110292.789245
13.1,1606110298.618245
13.1,1606110304.671245
13.1,1606110310.657245
13.1,1606110316.783245
13.1,1606110322.762245
13.1,1606110328.817245
13.1,1606110334.638245
13.1,1606110340.787245
13.2,1606110341.230245
13.1,1606110342.084245
13.1,1606110347.797245
13.1,1606110353.653245
13.2,1606110355.226245
13,1606110356.370245
13.2,1606110356.590245
13.1,1606110361.829245
13,1606110363.846245
13.1,1606110364.537245
13.1,1606110375.833245
13.2,1606110381.781245
13.1,1606110382.002245
13.2,1606110385.712245
13.1,1606110386.622245
13.1,1606110388.164245
13.1,1606110390.697245
13.2,1606110394.477245
13.1,1606110399.556245
13.2,1606110401.792245
13.1,1606110402.013245
13.1,1606110407.621245
13.2,1606110413.726245
13,1606110419.779245
13.1,1606110420.222245
13.1,1606110425.833245
13.1,1606110431.631245
13.2,1606110433.176245
13.2,1606110438.786245
13.1,1606110441.499245
13.2,1606110443.266245
13.1,1606110447.133245
13.2,1606110452.146245
13.1,1606110452.369245
13.2,1606110456.282245
13.1,1606110458.076245
13.2,1606110459.403245
13.1,1606110463.217245
13.2,1606110463.658245
13.1,1606110465.013245
13.2,1606110465.455245
13.1,1606110467.029245
13.2,1606110468.207245
13.1,1606110468.428245
13.2,1606110469.751245
13,1606110471.104245
13.2,1606110471.324245
13.1,1606110476.769245
13.2,1606110482.820245
13.1,1606110483.041245
13.2,1606110485.278245
13.1,1606110485.499245
13.1,1606110490.667245
13.1,1606110496.710245
13.1,1606110502.764245
13.1,1606110508.818245
13.2,1606110514.651245
13.1,1606110515.314245
13.2,1606110518.906245
13.1,1606110519.349245
13.2,1606110524.735245
13.1,1606110530.784245
13.1,1606110536.829245
13.2,1606110539.068245
13.1,1606110540.174245
13.1,1606110545.672245
13.2,1606110551.724245
13.1,1606110557.657245
13.1,1606110563.764245
13.1,1606110569.646245
13.1,1606110575.737245
13.1,1606110581.786245
13.1,1606110587.620245
13.1,1606110593.969245
13.1,1606110599.653245
13.1,1606110605.752245
13.1,1606110611.805245
13.1,1606110617.661245
13.1,1606110623.716245
13.1,1606110629.770245
13.1,1606110635.811245
13.1,1606110641.806245
13.1,1606110647.635245
13.1,1606110653.697245
13.2,1606110657.513245
13.1,1606110659.089245
13.2,1606110661.989245
13.1,1606110663.561245
13.2,1606110665.138245
13.1,1606110666.023245
13.2,1606110668.250245
13.1,1606110668.941245
13.2,1606110670.959245
13.1,1606110671.181245
13.2,1606110676.792245
13.1,1606110677.897245
13.1,1606110683.734245
13.1,1606110689.785245
13.2,1606110690.006245
13.1,1606110691.362245
13.2,1606110691.802245
13.1,1606110695.211245
13.2,1606110695.651245
13.1,1606110697.665245
13.2,1606110698.106245
13.1,1606110702.581245
13.2,1606110704.703245
13.1,1606110705.175245
13.2,1606110705.396245
13.1,1606110710.755245
13.1,1606110716.695245
13.1,1606110722.632245
13.1,1606110728.678245
13.2,1606110734.728245
13.1,1606110735.168245
13.2,1606110738.540245
13.1,1606110738.980245
13.2,1606110739.202245
13.1,1606110743.236245
13.2,1606110745.255245
13.1,1606110745.946245
13.2,1606110747.964245
13.2,1606110753.795245
13.1,1606110754.235245
13.1,1606110759.841245
13,1606110762.080245
13.2,1606110762.301245
13.1,1606110767.722245
13.1,1606110773.771245
13.1,1606110779.760245
13.1,1606110785.617245
13.1,1606110791.783245
13.1,1606110797.826245
13.1,1606110803.764245
13.1,1606110809.821245
13.1,1606110815.653245
13.1,1606110821.702245
13.1,1606110827.729245
13.2,1606110828.611245
13.1,1606110830.187245
13.2,1606110831.318245
13.1,1606110831.539245
13.1,1606110836.675245
13.1,1606110842.729245
13.1,1606110848.785245
13.1,1606110854.716245
13.1,1606110861.039245
13.1,1606110866.753245
13.1,1606110872.799245
13.1,1606110878.640245
13.1,1606110884.694245
13.1,1606110890.736245
13.2,1606110890.958245
13.1,1606110891.619245
13.2,1606110895.213245
13.1,1606110896.788245
13.2,1606110897.670245
13.1,1606110898.249245
13.2,1606110899.795245
13.1,1606110900.930245
13.2,1606110901.592245
13.1,1606110906.043245
13.2,1606110907.619245
13.1,1606110908.755245
13.1,1606110908.976245
13.1,1606110913.013245
13.2,1606110913.234245
13.1,1606110913.674245
13.2,1606110913.895245
13.1,1606110914.807245
13.2,1606110917.698245
13.1,1606110918.833245
13.2,1606110919.496245
13.1,1606110924.629245
13.2,1606110930.785245
13.1,1606110935.040245
13.2,1606110935.924245
13,1606110938.660245
13.1,1606110938.910245
13.1,1606110944.630245
13.1,1606110950.734245
13.2,1606110952.308245
13.1,1606110952.750245
13.2,1606110958.669245
13.1,1606110962.368245
13.2,1606110963.470245
13.1,1606110965.485245
13.2,1606110966.396245
13.1,1606110967.279245
13.2,1606110970.425245
13.1,1606110971.086245
13.2,1606110972.219245
13.1,1606110977.827245
13.1,1606110983.614245
13.1,1606110989.714245
13.1,1606110995.765245
13.1,1606111001.819245
13.2,1606111007.649245
13.1,1606111009.384245
13.2,1606111010.293245
13.1,1606111014.549245
13.1,1606111019.672245
13.1,1606111025.718245
13.2,1606111031.661245
13.1,1606111033.231245
13.2,1606111033.453245
13.1,1606111035.687245
13.2,1606111036.596245
13.1,1606111037.038245
13.1,1606111042.647245
13.2,1606111048.711245
13.1,1606111050.477245
13.2,1606111050.726245
13.1,1606111051.168245
13.2,1606111056.305245
13.1,1606111057.438245
13.2,1606111059.829245
13.1,1606111062.066245
13.2,1606111062.288245
13.1,1606111065.881245
13.2,1606111066.544245
13.1,1606111069.801245
13.2,1606111071.593245
13.1,1606111072.257245
13.2,1606111073.169245
13.1,1606111078.747245
13.1,1606111084.798245
13.1,1606111090.741245
13.2,1606111096.696245
13.1,1606111097.611245
13.2,1606111098.054245
13.1,1606111103.667245
13.1,1606111109.716245
13.1,1606111115.821245
13.1,1606111121.620245
13.1,1606111127.772245
13.1,1606111133.821245
13.1,1606111139.763245
13.1,1606111145.772245
13.1,1606111151.820245
13.1,1606111157.651245
13.1,1606111163.629245
13.1,1606111169.686245
13.1,1606111175.679245
13.2,1606111181.729245
13.1,1606111183.747245
13.2,1606111184.189245
13.1,1606111189.802245
13.1,1606111195.640245
13.1,1606111201.758245
13.1,1606111207.767245
13.1,1606111213.821245
13.1,1606111219.718245
13.1,1606111225.762245
13.1,1606111231.817245
13.2,1606111237.734245
13.1,1606111238.864245
13.1,1606111244.691245
13.1,1606111250.625245
13.1,1606111256.682245
13.1,1606111262.731245
13.1,1606111268.785245
13.1,1606111274.611245
13.1,1606111280.690245
13.1,1606111286.744245
13.1,1606111293.042245
13.1,1606111298.649245
13.1,1606111304.639245
13.2,1606111304.890245
13.1,1606111306.433245
13.2,1606111307.396245
13.1,1606111312.823245
13.1,1606111318.753245
13.1,1606111324.691245
13.1,1606111330.725245
13.1,1606111336.776245
13.1,1606111342.725245
13.2,1606111344.297245
13.1,1606111346.093245
13.2,1606111346.314245
13.1,1606111351.694245
13.1,1606111357.739245
13.1,1606111363.633245
13.1,1606111369.683245
13.1,1606111375.774245
13.2,1606111376.070245
13.1,1606111377.616245
13.2,1606111378.308245
13.1,1606111378.528245
13.2,1606111379.411245
13.1,1606111381.432245
13.2,1606111381.875245
13.1,1606111387.824245
13.1,1606111393.639245
13.2,1606111399.686245
13.1,1606111405.730245
13.1,1606111411.784245
13.2,1606111417.618245
13.2,1606111423.647245
13.1,1606111429.755245
13.1,1606111435.701245
13.1,1606111441.750245
13.1,1606111447.767245
13.1,1606111453.817245
13.1,1606111459.705245
13.1,1606111465.758245
13.2,1606111471.809245
13.1,1606111472.029245
13.2,1606111473.822245
13.1,1606111476.944245
13.2,1606111477.386245
13.1,1606111482.776245
13.1,1606111488.663245
13.1,1606111494.656245
13.1,1606111500.698245
13.1,1606111506.746245
13.1,1606111512.690245
13.1,1606111518.742245
13.1,1606111524.736245
13.1,1606111531.026245
13.2,1606111531.246245
13.1,1606111531.464245
13.2,1606111531.905245
13.1,1606111533.923245
13.2,1606111537.225245
13.1,1606111542.827245
13.1,1606111548.631245
13.1,1606111554.682245
13.1,1606111560.655245
13.1,1606111566.700245
13.1,1606111572.635245
13.1,1606111578.683245
13.1,1606111584.675245
13.2,1606111585.589245
13.1,1606111586.694245
13.1,1606111592.744245
13.2,1606111593.657245
13.2,1606111599.713245
13.1,1606111601.256245
13.2,1606111603.493245
13.1,1606111604.627245
13.2,1606111606.200245
13.1,1606111606.421245
13.1,1606111611.628245
13.1,1606111617.677245
13.1,1606111623.785245
13.2,1606111624.475245
13.1,1606111624.694245
13.2,1606111626.934245
13.1,1606111628.949245
13.2,1606111629.389245
13.1,1606111629.610245
13.2,1606111630.527245
13.1,1606111631.411245
13.2,1606111632.545245
13.1,1606111632.768245
13.2,1606111634.346245
13.1,1606111634.567245
13.2,1606111635.010245
13.1,1606111636.365245
13.2,1606111637.469245
13,1606111640.839245
13.2,1606111641.060245
13.1,1606111641.944245
13.2,1606111642.855245
13.1,1606111647.545245
